# 制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn
"Idiom","Pinyin"
添砖加瓦,tian1_zhuan1_jia1_wa3
甜言蜜语,tian2_yan2_mi4_yu3
恬不知耻,tian2_bu4_zhi1_chi3
挑拨离间,tiao3_bo1_li2_jian1
挑肥拣瘦,tiao3_fei2_jian3_shou4
挑三拣四,tiao1_san1_jian3_si4
挑三窝四,tiao1_san1_wo1_si4
跳梁小丑,tiao4_liang2_xiao2_chou3
铁案如山,tie3_an4_ru2_shan1
铁板一块,tie2_ban3_yi2_kuai4
铁壁铜墙,tie3_bi4_tong2_qiang2
铁面无私,tie3_mian4_wu2_si1
铁石心肠,tie3_shi2_xin1_chang2
铁树开花,tie3_shu4_kai1_hua1
铁证如山,tie3_zheng4_ru2_shan1
听而不闻,ting1_er2_bu4_wen2
听其自然,ting1_qi2_zi4_ran2
听天由命,ting1_tian1_you2_ming4
听之任之,ting1_zhi1_ren4_zhi1
停滞不前,ting2_zhi4_bu4_qian2
亭亭玉立,ting2_ting2_yu4_li4
挺身而出,ting3_shen1_er2_chu1
通风报信,tong1_feng1_bao4_xin4
通今博古,tong1_jin1_bo2_gu3
通力合作,tong1_li4_he2_zuo4
通情达理,tong1_qing2_da2_li3
通权达变,tong1_quan2_da2_bian4
通宵达旦,tong1_xiao1_da2_dan4
同病相怜,tong2_bing4_xiang1_lian2
同仇敌忾,tong2_chou2_di2_kai4
同床异梦,tong2_chuang2_yi4_meng4
同甘共苦,tong2_gan1_gong4_ku3
同工异曲,tong2_gong1_yi4_qu3
同归于尽,tong2_gui1_yu2_jin4
同流合污,tong2_liu2_he2_wu1
同室操戈,tong2_shi4_cao1_ge1
同心同德,tong2_xin1_tong2_de2
同心协力,tong2_xin1_xie2_li4
同舟共济,tong2_zhou1_gong4_ji4
铜筋铁骨,tong2_jin1_tie2_gu3
铜墙铁壁,tong2_qiang2_tie3_bi4
童颜鹤发,tong2_yan2_he4_fa4
童叟无欺,tong2_sou3_wu2_qi1
统筹兼顾,tong3_chou2_jian1_gu4
痛不欲生,tong4_bu2_yu4_sheng1
痛定思痛,tong4_ding4_si1_tong4
痛改前非,tong4_gai3_qian2_fei1
痛哭流涕,tong4_ku1_liu2_ti4
痛快淋漓,tong4_kuai4_lin2_li2
痛心疾首,tong4_xin1_ji2_shou3
痛痒相关,tong4_yang3_xiang1_guan1
偷工减料,tou1_gong1_jian3_liao4
偷合苟容,tou1_he2_gou3_rong2
偷鸡摸狗,tou1_ji1_mo1_gou3
偷梁换柱,tou1_liang2_huan4_zhu4
偷天换日,tou1_tian1_huan4_ri4
偷偷摸摸,tou1_tou1_mo1_mo1
偷香窃玉,tou1_xiang1_qie4_yu4
投笔从戎,tou2_bi3_cong2_rong2
投鞭断流,tou2_bian1_duan4_liu2
投机倒把,tou2_ji1_dao2_ba3
投机取巧,tou2_ji1_qu2_qiao3
投井下石,tou2_jing3_xia4_shi2
投其所好,tou2_qi2_suo3_hao4
投亲靠友,tou2_qin1_kao4_you3
投桃报李,tou2_tao2_bao4_li3
投袂而起,tou2_mei4_er2_qi3
头昏眼花,tou2_hun1_yan3_hua1
头面人物,tou2_mian4_ren2_wu4
头破血流,tou2_po4_xue4_liu2
头头是道,tou2_tou2_shi4_dao4
头重脚轻,tou2_zhong4_jiao3_qing1
突飞猛进,tu1_fei1_meng3_jin4
突如其来,tu1_ru2_qi2_lai2
图谋不轨,tu2_mou2_bu4_gui3
图文并茂,tu2_wen2_bing4_mao4
徒劳无功,tu2_lao2_wu2_gong1
徒劳无益,tu2_lao2_wu2_yi4
徒有虚名,tu2_you3_xu1_ming2
涂脂抹粉,tu2_zhi1_mo2_fen3
土崩瓦解,tu3_beng1_wa2_jie3
土生土长,tu3_sheng1_tu2_zhang3
吐故纳新,tu3_gu4_na4_xin1
吐露真情,tu3_lu4_zhen1_qing2
兔死狗烹,tu4_si2_gou3_peng1
兔死狐悲,tu4_si3_hu2_bei1
团团转,tuan2_tuan2_zhuan3
推本溯源,tui1_ben3_su4_yuan2
推波助澜,tui1_bo1_zhu4_lan2
推陈出新,tui1_chen2_chu1_xin1
推诚相见,tui1_cheng2_xiang1_jian4
推三阻四,tui1_san1_zu3_si4
推心置腹,tui1_xin1_zhi4_fu4
蜕化变质,tui4_hua4_bian4_zhi4
退避三舍,tui4_bi4_san1_she4
吞吞吐吐,tun1_tun1_tu2_tu3
吞云吐雾,tun1_yun2_tu3_wu4
拖儿带女,tuo1_er2_dai4_nv3
拖泥带水,tuo1_ni2_dai4_shui3
脱口而出,tuo1_kou3_er2_chu1
脱胎换骨,tuo1_tai1_huan4_gu3
脱颖而出,tuo1_ying3_er2_chu1
脱缰之马,tuo1_jiang1_zhi1_ma3
唾手可得,tuo4_shou2_ke3_de2
挖空心思,wa1_kong1_xin1_si1
挖肉补疮,wa1_rou4_bu3_chuang1
瓦釜雷鸣,wa2_fu3_lei2_ming2
瓦解冰消,wa2_jie3_bing1_xiao1
歪打正着,wai1_da3_zheng4_zhao2
歪风邪气,wai1_feng1_xie2_qi4
歪门邪道,wai1_men2_xie2_dao4
外强中干,wai4_qiang2_zhong1_gan1
玩忽职守,wan2_hu1_zhi2_shou3
玩火自焚,wan2_huo3_zi4_fen2
玩世不恭,wan2_shi4_bu4_gong1
玩物丧志,wan2_wu4_sang4_zhi4
完好无损,wan2_hao3_wu2_sun3
完美无缺,wan2_mei3_wu2_que1
完璧归赵,wan2_bi4_gui1_zhao4
万般无奈,wan4_ban1_wu2_nai4
万不得已,wan4_bu4_de2_yi3
万夫莫当,wan4_fu1_mo4_dang1
万古长存,wan4_gu3_chang2_cun2
万古长青,wan4_gu3_chang2_qing1
万古流芳,wan4_gu3_liu2_fang1
万古千秋,wan4_gu3_qian1_qiu1
万贯家财,wan4_guan4_jia1_cai2
万家灯火,wan4_jia1_deng1_huo3
万箭穿心,wan4_jian4_chuan1_xin1
万劫不复,wan4_jie2_bu2_fu4
万里长征,wan4_li3_chang2_zheng1
万流景仰,wan4_liu2_jing2_yang3
万马奔腾,wan4_ma3_ben1_teng2
万马齐喑,wan4_ma3_qi2_yin1
万念俱灰,wan4_nian4_ju4_hui1
万世流芳,wan4_shi4_liu2_fang1
万事大吉,wan4_shi4_da4_ji2
万事如意,wan4_shi4_ru2_yi4
万寿无疆,wan4_shou4_wu2_jiang1
万水千山,wan4_shui3_qian1_shan1
万死不辞,wan4_si3_bu4_ci2
万死一生,wan4_si3_yi4_sheng1
万无一失,wan4_wu2_yi4_shi1
万象更新,wan4_xiang4_geng1_xin1
万众一心,wan4_zhong4_yi4_xin1
万紫千红,wan4_zi3_qian1_hong2
万籁俱寂,wan4_lai4_ju4_ji4
亡魂丧胆,wang2_hun2_sang4_dan3
亡命之徒,wang2_ming4_zhi1_tu2
亡羊补牢,wang2_yang2_bu3_lao2
枉费心机,wang3_fei4_xin1_ji1
网开三面,wang3_kai1_san1_mian4
网开一面,wang3_kai1_yi2_mian4
望尘莫及,wang4_chen2_mo4_ji2
望穿秋水,wang4_chuan1_qiu1_shui3
望而却步,wang4_er2_que4_bu4
望而生畏,wang4_er2_sheng1_wei4
望风捕影,wang4_feng1_bu2_ying3
望风而逃,wang4_feng1_er2_tao2
望风披靡,wang4_feng1_pi1_mi2
望梅止渴,wang4_mei2_zhi2_ke3
望文生义,wang4_wen2_sheng1_yi4
望闻问切,wang4_wen2_wen4_qie4
望眼欲穿,wang4_yan3_yu4_chuan1
望洋兴叹,wang4_yang2_xing1_tan4
望子成才,wang4_zi3_cheng2_cai2
望子成龙,wang4_zi3_cheng2_long2
忘恩负义,wang4_en1_fu4_yi4
忘乎所以,wang4_qi2_suo2_yi3
忘年之交,wang4_nian2_zhi1_jiao1
妄下雌黄,wang4_xia4_ci2_huang2
妄自尊大,wang4_zi4_zun1_da4
威风凛凛,wei1_feng1_lin2_lin3
威武不屈,wei1_wu3_bu4_qu1
威胁利诱,wei1_xie2_li4_you4
威信扫地,wei1_xin4_sao3_di4
巍然屹立,wei1_ran2_yi4_li4
微不足道,wei1_bu4_zu2_dao4
微服私访,wei1_fu2_si1_fang3
微乎其微,wei1_hu1_qi2_wei1
危机四伏,wei1_ji1_si4_fu2
危言耸听,wei1_yan2_song3_ting1
危在旦夕,wei1_zai4_dan4_xi1
违法乱纪,wei2_fa3_luan4_ji4
围三缺一,wei2_san1_que1_yi1
围魏救赵,wei2_wei4_jiu4_zhao4
唯利是图,wei2_li4_shi4_tu2
唯命是从,wei2_ming4_shi4_cong2
惟利是图,wei2_li4_shi4_tu2
惟妙惟肖,wei2_miao4_wei2_xiao4
惟命是从,wei2_ming4_shi4_cong2
惟我独尊,wei2_wo3_du2_zun1
为非作歹,wei2_fei1_zuo4_dai3
为富不仁,wei2_fu4_bu4_ren2
为国捐躯,wei4_guo2_juan1_qu1
为虎作伥,wei4_hu3_zuo4_chang1
为民除害,wei4_min2_chu2_hai4
为民请命,wei4_min2_qing3_ming4
为期不远,wei2_qi1_bu4_yuan3
为人师表,wei2_ren2_shi1_biao3
为所欲为,wei2_suo3_yu4_wei2
萎靡不振,wei2_mi3_bu2_zhen4
委靡不振,wei3_mi2_bu2_zhen4
委曲求全,wei3_qu1_qiu2_quan2
未卜先知,wei4_bu3_xian1_zhi1
未老先衰,wei4_lao3_xian1_shuai1
未能免俗,wei4_neng2_mian3_su2
未雨绸缪,wei4_yu3_chou2_mou2
蔚然成风,wei4_ran2_cheng2_feng1
蔚为大观,wei4_wei2_da4_guan1
畏首畏尾,wei4_shou3_wei4_wei3
畏缩不前,wei4_suo1_bu4_qian2
温故知新,wen1_gu4_zhi1_xin1
温情脉脉,wen1_qing2_mo4_mo4
温文尔雅,wen1_wen2_er2_ya3
文不对题,wen2_bu2_dui4_ti2
文从字顺,wen2_cong2_zi4_shun4
文房四宝,wen2_fang2_si4_bao3
文风不动,wen2_feng1_bu2_dong4
文过饰非,wen2_guo4_shi4_fei1
文人相轻,wen2_ren2_xiang1_qing1
文责自负,wen2_ze2_zi4_fu4
文质彬彬,wen2_zhi4_bin1_bin1
闻风而动,wen2_feng1_er2_dong4
闻风丧胆,wen2_feng1_sang4_dan3
闻过则喜,wen2_guo4_ze2_xi3
闻名遐尔,wen2_ming2_xia2_er3
闻所未闻,wen2_suo3_wei4_wen2
纹丝不动,wen2_si1_bu2_dong4
稳操左券,wen3_cao1_zuo3_quan4
稳如泰山,wen3_ru2_tai4_shan1
稳扎稳打,wen3_zha1_wen2_da3
问长问短,wen4_chang2_wen4_duan3
问寒问暖,wen4_han2_wen4_nuan3
问柳寻花,wen4_liu3_xun2_hua1
问心无愧,wen4_xin1_wu2_kui4
瓮中之鳖,weng4_zhong1_zhi1_bie1
瓮中捉鳖,weng4_zhong1_zhuo1_bie1
蜗行牛步,wo1_xing2_niu2_bu4
我行我素,wo3_xing2_wo3_su4
卧薪尝胆,wo4_xin1_chang2_dan3
握手言和,wo4_shou3_yan2_he2
握手言欢,wo4_shou3_yan2_huan1
沃野千里,wo4_ye3_qian1_li3
呜乎哀哉,wu1_hu1_ai1_zai1
乌合之众,wu1_he2_zhi1_zhong4
乌七八糟,wu1_qi1_ba1_zao1
乌烟瘴气,wu1_yan1_zhang4_qi4
污泥浊水,wu1_ni2_zhuo2_shui3
污七八糟,wu1_qi1_ba1_zao1
污言秽语,wu1_yan2_hui4_yu3
无边无际,wu2_bian1_wu2_ji4
无病呻吟,wu2_bing4_shen1_yin2
无的放失,wu2_di4_fang4_shi1
无的放矢,wu2_di4_fang4_shi3
无地自容,wu2_di4_zi4_rong2
无动于衷,wu2_dong4_yu2_zhong1
无独有偶,wu2_du2_you2_ou3
无恶不作,wu2_e4_bu2_zuo4
无法无天,wu2_fa3_wu2_tian1
无功受禄,wu2_gong1_shou4_lu4
无关大局,wu2_guan1_da4_ju2
无关痛痒,wu2_guan1_tong4_yang3
无稽之谈,wu2_ji1_zhi1_tan2
无济于事,wu2_ji4_yu2_shi4
无计可施,wu2_ji4_ke3_shi1
无家可归,wu2_jia1_ke3_gui1
无价之宝,wu2_jia4_zhi1_bao3
无坚不摧,wu2_jian1_bu4_cui1
无精打采,wu2_jing1_da2_cai3
无拘无束,wu2_ju1_wu2_shu4
无可比拟,wu2_ke2_bi3_ni3
无可非议,wu2_ke3_fei1_yi4
无可厚非,wu2_ke3_hou4_fei1
无可讳言,wu2_ke3_hui4_yan2
无可奈何,wu2_ke3_nai4_he2
无可置疑,wu2_ke3_zhi4_yi2
无孔不入,wu2_kong3_bu2_ru4
无理取闹,wu2_li2_qu3_nao4
无米之炊,wu2_mi3_zhi1_chui1
无名小卒,wu2_ming2_xiao3_zu2
无能为力,wu2_neng2_wei2_li4
无奇不有,wu2_qi2_bu4_you3
无情无义,wu2_qing2_wu2_yi4
无穷无尽,wu2_qiong2_wu2_jin4
无人问津,wu2_ren2_wen4_jin1
无伤大体,wu2_shang1_da4_ti3
无伤大雅,wu2_shang1_da4_ya3
无声无臭,wu2_sheng1_wu2_chou4
无声无息,wu2_sheng1_wu2_xi1
无时无刻,wu2_shi2_wu2_ke4
无事生非,wu2_shi4_sheng1_fei1
无私无畏,wu2_si1_wu2_wei4
无私有弊,wu2_si1_you3_bi4
无所不包,wu2_suo3_bu4_bao1
无所不能,wu2_suo3_bu4_neng2
无所不为,wu2_suo3_bu4_wei2
无所不有,wu2_suo3_bu4_you3
无所不在,wu2_suo3_bu2_zai4
无所不知,wu2_suo3_bu4_zhi1
无所不至,wu2_suo3_bu2_zhi4
无所事事,wu2_suo3_shi4_shi4
无所适从,wu2_suo3_shi4_cong2
无所畏惧,wu2_suo3_wei4_ju4
无所用心,wu2_suo3_yong4_xin1
无所作为,wu2_suo3_zuo4_wei2
无往不利,wu2_wang3_bu2_li4
无往不胜,wu2_wang3_bu2_sheng4
无微不至,wu2_wei1_bu2_zhi4
无隙可乘,wu2_xi4_ke3_cheng2
无懈可击,wu2_xie4_ke3_ji1
无依无靠,wu2_yi1_wu2_kao4
无以复加,wu2_yi3_fu4_jia1
无影无踪,wu2_ying3_wu2_zong1
无忧无虑,wu2_you1_wu2_lv4
无与伦比,wu2_yu3_lun2_bi3
无缘无故,wu2_yuan2_wu2_gu4
无中生有,wu2_zhong1_sheng1_you3
无足轻重,wu2_zu2_qing1_zhong4
五彩缤纷,wu2_cai3_bin1_fen1
五谷不分,wu2_gu3_bu4_fen1
五谷丰登,wu2_gu3_feng1_deng1
五光十色,wu3_guang1_shi2_se4
五湖四海,wu3_hu2_si4_hai3
五花八门,wu3_hua1_ba1_men2
五马分尸,wu2_ma3_fen1_shi1
五色缤纷,wu3_se4_bin1_fen1
五体投地,wu2_ti3_tou2_di4
五颜六色,wu3_yan2_liu4_se4
五脏六腑,wu3_zang1_liu4_fu3
舞文弄墨,wu3_wen2_nong4_mo4
物极必反,wu4_ji2_bi4_fan3
物尽其用,wu4_jin4_qi2_yong4
物以类聚,wu4_yi3_lei4_ju4
误人子弟,wu4_ren2_zi3_di4
误入歧途,wu4_ru4_qi2_tu2
熙来攘往,xi1_lai2_rang2_wang3
熙熙攘攘,xi1_xi1_rang2_rang3
稀奇古怪,xi1_qi2_gu3_guai4
息事宁人,xi1_shi4_ning2_ren2
息息相关,xi1_xi1_xiang1_guan1
息息相通,xi1_xi1_xiang1_tong1
席地而坐,xi2_di4_er2_zuo4
席卷而来,xi2_juan3_er2_lai2
席卷一空,xi2_juan3_yi4_kong1
习以为常,xi2_yi3_wei2_chang2
喜不自胜,xi3_bu2_zi4_sheng4
喜出望外,xi3_chu1_wang4_wai4
喜从天降,xi3_cong2_tian1_jiang4
喜怒哀乐,xi3_nu4_ai1_le4
喜怒无常,xi3_nu4_wu2_chang2
喜气洋洋,xi3_qi4_yang2_yang2
喜闻乐见,xi3_wen2_le4_jian4
喜笑颜开,xi3_xiao4_yan2_kai1
喜新厌旧,xi3_xin1_yan4_jiu4
喜形于色,xi3_xing2_yu2_se4
洗耳恭听,xi2_er3_gong1_ting1
洗心革面,xi3_xin1_ge2_mian4
细水长流,xi4_shui3_chang2_liu2
细枝末节,xi4_zhi1_mo4_jie2
虾兵蟹将,xia1_bing1_xie4_jiang4
狭路相逢,xia2_lu4_xiang1_feng2
下笔成章,xia4_bi3_cheng2_zhang1
下不为例,xia4_bu4_wei2_li4
下车伊始,xia4_che1_yi1_shi3
下里巴人,xia4_li3_ba1_ren2
先睹为快,xian1_du3_wei2_kuai4
先发制人,xian1_fa1_zhi4_ren2
先见之明,xian1_jian4_zhi1_ming2
先来后到,xian1_lai2_hou4_dao4
先人后己,xian1_ren2_hou4_ji3
先入为主,xian1_ru4_wei2_zhu3
先声夺人,xian1_sheng1_duo2_ren2
先天不足,xian1_tian1_bu4_zu2
先斩后奏,xian1_zhan3_hou4_zou4
先知先觉,xian1_zhi1_xian1_jue2
鲜为人知,xian3_wei2_ren2_zhi1
闲情逸致,xian2_qing2_yi4_zhi4
闲言碎语,xian2_yan2_sui4_yu3
涎皮赖脸,xian2_pi2_lai4_lian3
弦外之音,xian2_wai4_zhi1_yin1
显而易见,xian3_er2_yi4_jian4
显赫一时,xian3_he4_yi4_shi2
现身说法,xian4_shen1_shuo1_fa3
相安无事,xiang1_an1_wu2_shi4
相持不下,xiang1_chi2_bu2_xia4
相得益彰,xiang1_de2_yi4_zhang1
相辅相成,xiang1_fu3_xiang1_cheng2
相机行事,xiang4_ji1_xing2_shi4
相见恨晚,xiang1_jian4_hen4_wan3
相敬如宾,xiang1_jing4_ru2_bin1
相去甚远,xiang1_qu4_shen4_yuan3
相提并论,xiang1_ti2_bing4_lun4
相形见绌,xiang1_xing2_jian4_chu4
相形失色,xiang1_xing2_shi1_se4
相依为命,xiang1_yi1_wei2_ming4
相映成趣,xiang1_ying4_cheng2_qu4
相知恨晚,xiang1_zhi1_hen4_wan3
想方设法,xiang3_fang1_she4_fa3
想入非非,xiang3_ru4_fei1_fei1
响彻云霄,xiang3_che4_yun2_xiao1
向隅而泣,xiang4_yu2_er2_qi4
象牙之塔,xiang4_ya2_zhi1_ta3
削铁如泥,xue1_tie3_ru2_ni2
削足适履,xue1_zu2_shi4_lv3
销声匿迹,xiao1_sheng1_ni4_ji1
消遥自在,xiao1_yao2_zi4_zai4
小打小闹,xiao2_da3_xiao3_nao4
小恩小惠,xiao3_en1_xiao3_hui4
小家碧玉,xiao3_jia1_bi4_yu4
小巧玲珑,xiao2_qiao3_ling2_long2
小试锋芒,xiao3_shi4_feng1_mang2
小题大做,xiao3_ti2_da4_zuo4
小心谨慎,xiao3_xin1_jin3_shen4
小心翼翼,xiao3_xin1_yi4_yi4
孝子贤孙,xiao4_zi3_xian2_sun1
笑里藏刀,xiao4_li3_cang2_dao1
笑容可掬,xiao4_rong2_ke3_ju1
笑逐颜开,xiao4_zhu2_yan2_kai1
携手并肩,xie2_shou3_bing4_jian1
卸磨杀驴,xie4_mo4_sha1_lv2
谢天谢地,xie4_tian1_xie4_di4
欣喜若狂,xin1_xi3_ruo4_kuang2
欣欣向荣,xin1_xin1_xiang4_rong2
新陈代谢,xin1_chen2_dai4_xie4
新仇旧恨,xin1_chou2_jiu4_hen4
心安理得,xin1_an1_li3_de2
心不在焉,xin1_bu2_zai4_yan1
心潮澎湃,xin1_chao2_peng1_pai4
心潮起伏,xin1_chao2_qi3_fu2
心驰神往,xin1_chi2_shen2_wang3
心慈面软,xin1_ci2_mian4_ruan3
心胆俱裂,xin1_dan3_ju4_lie4
心烦意乱,xin1_fan2_yi4_luan4
心腹之患,xin1_fu4_zhi1_huan4
心甘情愿,xin1_gan1_qing2_yuan4
心广体胖,xin1_guang2_ti3_pang4
心狠手辣,xin1_hen2_shou3_la4
心花怒放,xin1_hua1_nu4_fang4
心怀叵测,xin1_huai2_po3_ce4
心慌意乱,xin1_huang1_yi4_luan4
心灰意懒,xin1_hui1_yi4_lan3
心灰意冷,xin1_hui1_yi4_leng3
心急火燎,xin1_ji2_huo2_liao3
心急如焚,xin1_ji2_ru2_fen2
心惊胆颤,xin1_jing1_dan3_chan4
心惊胆战,xin1_jing1_dan3_zhan4
心惊肉跳,xin1_jing1_rou4_tiao4
心口不一,xin1_kou3_bu4_yi1
心口如一,xin1_kou3_ru2_yi1
心宽体胖,xin1_kuan1_ti3_pang4
心旷神怡,xin1_kuang4_shen2_yi2
心力交瘁,xin1_li4_jiao1_cui4
心灵手巧,xin1_ling2_shou2_qiao3
心领神会,xin1_ling3_shen2_hui4
心乱如麻,xin1_luan4_ru2_ma2
心满意足,xin1_man3_yi4_zu2
心明眼亮,xin1_ming2_yan3_liang4
心平气和,xin1_ping2_qi4_he2
心如刀割,xin1_ru2_dao1_ge1
心如死灰,xin1_ru2_si3_hui1
心神不宁,xin1_shen2_bu4_ning2
心事重重,xin1_shi4_chong2_chong2
心无二用,xin1_wu2_er4_yong4
心心相印,xin1_xin1_xiang1_yin4
心血来潮,xin1_xue4_lai2_chao2
心有余悸,xin1_you3_yu2_ji4
心猿意马,xin1_yuan2_yi4_ma3
心悦诚服,xin1_yue4_cheng2_fu2
心照不宣,xin1_zhao4_bu4_xuan1
心直口快,xin1_zhi2_kou3_kuai4
心中无数,xin1_zhong1_wu2_shu4
心中有数,xin1_zhong1_you3_shu4
信口雌黄,xin4_kou3_ci2_huang2
信口开河,xin4_kou3_kai1_he2
信誓旦旦,xin4_shi4_dan4_dan4
信手拈来,xin4_shou3_nian1_lai2
信以为真,xin4_yi3_wei2_zhen1
星罗棋布,xing1_luo1_qi2_bu4
星星点点,xing1_xing1_dian2_dian3
星移斗转,xing1_yi2_dou2_zhuan3
腥风血雨,xing1_feng1_xue4_yu3
兴风作浪,xing1_feng1_zuo4_lang4
兴高采烈,xing4_gao1_cai3_lie4
兴高彩烈,xing1_gao1_cai3_lie4
兴利除弊,xing1_li4_chu2_bi4
兴师动众,xing1_shi1_dong4_zhong4
兴师问罪,xing1_shi1_wen4_zui4
兴妖作怪,xing1_yao1_zuo4_guai4
兴致勃勃,xing4_zhi4_bo2_bo2
形单影只,xing2_dan1_ying3_zhi1
形形色色,xing2_xing2_se4_se4
形影不离,xing2_ying3_bu4_li2
形影相吊,xing2_ying3_xiang1_diao4
行若无事,xing2_ruo4_wu2_shi4
行尸走肉,xing2_shi1_zou3_rou4
行云流水,xing2_yun2_liu2_shui3
行之有效,xing2_zhi1_you3_xiao4
幸灾乐祸,xing4_zai1_le4_huo4
性命交关,xing4_ming4_jiao1_guan1
凶多吉少,xiong1_duo1_ji2_shao3
凶神恶煞,xiong1_shen2_e4_sha4
凶相毕露,xiong1_xiang4_bi4_lu4
胸无大志,xiong1_wu2_da4_zhi4
胸有成竹,xiong1_you3_cheng2_zhu2
胸中无数,xiong1_zhong1_wu2_shu4
胸中有数,xiong1_zhong1_you3_shu4
汹涌澎湃,xiong1_yong3_peng1_pai4
雄才大略,xiong2_cai2_da4_lue4
雄心勃勃,xiong2_xin1_bo2_bo2
雄心壮志,xiong2_xin1_zhuang4_zhi4
休戚相关,xiu1_qi1_xiang1_guan1
休戚与共,xiu1_qi1_yu3_gong4
休养生息,xiu1_yang3_sheng1_xi1
修旧利废,xiu1_jiu4_li4_fei4
修桥补路,xiu1_qiao2_bu3_lu4
羞与为伍,xiu1_yu3_wei2_wu3
秀才人情,xiu4_cai2_ren2_qing2
袖手旁观,xiu4_shou3_pang2_guan1
绣花枕头,xiu4_hua1_zhen3_tou2
虚度年华,xu1_du4_nian2_hua2
虚怀若谷,xu1_huai2_ruo4_gu3
虚情假意,xu1_qing2_jia3_yi4
虚位以待,xu1_wei4_yi3_dai4
虚无飘渺,xu1_wu2_piao1_miao3
虚无缥缈,xu1_wu2_piao1_miao3
虚有其表,xu1_you3_qi2_biao3
虚张声势,xu1_zhang1_sheng1_shi4
嘘寒问暖,xu1_han2_wen4_nuan3
轩然大波,xuan1_ran2_da4_bo1
喧宾夺主,xuan1_bin1_duo2_zhu3
悬而未决,xuan2_er2_wei4_jue2
悬壶于市,xuan2_hu2_yu2_shi4
悬梁刺股,xuan2_liang2_ci4_gu3
悬心吊胆,xuan2_xin1_diao4_dan3
悬崖勒马,xuan2_ya2_le4_ma3
悬崖峭壁,xuan2_ya2_qiao4_bi4
旋转乾坤,xuan2_zhuan3_qian2_kun1
绚丽多彩,xuan4_li4_duo1_cai3
绚丽多姿,xuan4_li4_duo1_zi1
学而不厌,xue2_er2_bu2_yan4
学以致用,xue2_yi3_zhi4_yong4
雪上加霜,xue3_shang4_jia1_shuang1
雪中送炭,xue3_zhong1_song4_tan4
血海深仇,xue4_hai3_shen1_chou2
血口喷人,xue4_kou3_pen1_ren2
血流成河,xue4_liu2_cheng2_he2
血脉相通,xue4_mai4_xiang1_tong1
血气方刚,xue4_qi4_fang1_gang1
血肉横飞,xue4_rou4_heng2_fei1
血肉相联,xue4_rou4_xiang1_lian2
血肉相连,xue4_rou4_xiang1_lian2
血雨腥风,xue4_yu3_xing1_feng1
循规蹈矩,xun2_gui1_dao2_ju3
循序渐进,xun2_xu4_jian4_jin4
循循善诱,xun2_xun2_shan4_you4
寻根究底,xun2_gen1_jiu1_di3
寻花问柳,xun2_hua1_wen4_liu3
寻欢作乐,xun2_huan1_zuo4_le4
寻死觅活,xin2_si3_mi4_huo2
寻章摘句,xun2_zhang1_zhai1_ju4
寻枝摘叶,xun2_zhi1_zhai1_ye4
训练有素,xun4_lian4_you3_su4
鸦雀无声,ya1_que4_wu2_sheng1
鸭行鹅步,ya1_xing2_e2_bu4
牙白口清,ya2_bai2_kou3_qing1
雅俗共赏,ya3_su2_gong4_shang3
哑口无言,ya2_kou3_wu2_yan2
烟波浩渺,yan1_bo1_hao4_miao3
烟波浩淼,yan1_bo1_hao4_miao3
烟消云散,yan1_xiao1_yun2_san4
严惩不贷,yan2_cheng2_bu2_dai4
严阵以待,yan2_zhen4_yi3_dai4
延年益寿,yan2_nian2_yi4_shou4
言必有中,yan2_bi4_you3_zhong4
言不由衷,yan2_bu4_you2_zhong1
言传身教,yan2_chuan2_shen1_jiao4
言而无信,yan2_er2_wu2_xin4
言而有信,yan2_er2_you3_xin4
言归于好,yan2_gui1_yu2_hao3
言归正传,yan2_gui1_zheng4_zhuan4
言过其实,yan2_guo4_qi2_shi2
言简意赅,yan2_jian3_yi4_gai1
言谈举止,yan2_tan2_ju2_zhi3
言听计从,yan2_ting1_ji4_cong2
言外之意,yan2_wai4_zhi1_yi4
言行不一,yan2_xing2_bu4_yi1
言行一致,yan2_xing2_yi2_zhi4
言犹在耳,yan2_you2_zai4_er3
言之成理,yan2_zhi1_cheng2_li3
言之无物,yan2_zhi1_wu2_wu4
言之有理,yan2_zhi1_you2_li3
言之有物,yan2_zhi1_you3_wu4
奄奄一息,yan2_yan3_yi4_xi1
掩耳盗铃,yan2_er3_dao4_ling2
掩目捕雀,yan3_mu4_bu3_que4
掩人耳目,yan3_ren2_er3_mu4
眼高手低,yan3_gao1_shou3_di1
眼花缭乱,yan3_hua1_liao2_luan4
眼捷手快,yan3_ji2_shou3_kuai4
眼明手快,yan3_ming2_shou3_kuai4
燕语莺声,yan4_yu3_ying1_sheng1
雁过拔毛,yan4_guo4_ba2_mao2
扬长避短,yang2_chang2_bi4_duan3
扬长而去,yang2_chang2_er2_qu4
扬眉吐气,yang2_mei2_tu3_qi4
扬汤止沸,yang2_tang1_zhi3_fei4
扬扬自得,yang2_yang2_zi4_de2
羊肠小道,yang2_chang2_xiao3_dao4
洋洋得意,yang2_yang2_de2_yi4
阳春白雪,yang2_chun1_bai2_xue3
阳奉阴违,yang2_feng4_yin1_wei2
阳关大道,yang2_guan1_da4_dao4
仰人鼻息,yang3_ren2_bi2_xi1
养虎遗患,yang2_hu3_yi2_huan4
养家活口,yang3_jia1_huo2_kou3
养精蓄锐,yang3_jing1_xu4_rui4
