# 来源：本词表来自BCC语料库汉语部分的科技（technology）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
词,排名,频数
要素,1638,196474
铁,1639,196420
再次,1640,196383
本质,1641,196282
更好,1642,196160
硬,1643,195979
大家,1644,195876
样品,1645,195839
论文,1646,195837
载,1647,195149
对此,1648,194677
送,1649,194486
细菌,1650,194447
策略,1651,194426
消除,1652,194422
大多数,1653,194328
ｐ,1654,194233
群体,1655,194173
浙江,1656,194118
监管,1657,193904
增多,1658,193898
行动,1659,193800
最佳,1660,193775
单纯,1661,193752
引,1662,193710
称为,1663,193628
产物,1664,193518
亡,1665,193486
医,1666,193482
马,1667,193416
胺,1668,193382
别,1669,193316
音,1670,193261
发行,1671,193032
体重,1672,192951
吃,1673,192896
知道,1674,192858
重组,1675,192685
积,1676,192648
诱导,1677,192492
课题,1678,192153
卜,1679,192057
设立,1680,191795
住,1681,191747
角膜,1682,191663
营销,1683,191564
转换,1684,191524
爱,1685,191520
某种,1686,191435
创作,1687,191423
Ｋ,1688,191392
区别,1689,191226
推,1690,191220
阳,1691,191000
结束,1692,190994
首,1693,190919
ｎ,1694,190814
帐,1695,190566
大型,1696,190310
多数,1697,190202
东,1698,190050
深刻,1699,190043
步,1700,189995
分化,1701,189869
距离,1702,189618
突破,1703,189492
草,1704,189384
品,1705,189025
虚,1706,188945
比如,1707,188860
关,1708,188811
毛,1709,188779
知,1710,188662
浆,1711,188633
湿,1712,188606
新型,1713,188522
对外,1714,188503
不够,1715,188492
绿色,1716,188437
α,1717,188415
两者,1718,188396
生成,1719,188235
输出,1720,188184
特,1721,187948
协会,1722,187574
情感,1723,187416
声,1724,187146
牛,1725,187136
阅读,1726,187075
食,1727,186533
金属,1728,186508
以前,1729,186462
抗原,1730,186240
标本,1731,186149
阴性,1732,186120
神,1733,186110
树立,1734,186072
在此,1735,186050
染色,1736,186045
流动,1737,185947
即可,1738,185878
施,1739,185876
直径,1740,185639
技能,1741,185302
存,1742,185275
切,1743,185073
习惯,1744,184882
人体,1745,184735
南,1746,184331
供应,1747,184210
研制,1748,184073
水泥,1749,183956
新闻,1750,183883
减,1751,183675
妇女,1752,183602
改革开放,1753,183448
猪,1754,183308
很好,1755,183026
始终,1756,182941
文字,1757,182923
结,1758,182803
事物,1759,182696
对比,1760,182623
律师,1761,182216
强烈,1762,182206
疗程,1763,182181
广州,1764,181835
树,1765,181627
种植,1766,181384
脂,1767,181206
镇,1768,181132
亚,1769,181128
货币,1770,181085
腹,1771,181025
增生,1772,180835
标,1773,180750
于是,1774,180716
北,1775,180582
发表,1776,180323
著名,1777,180209
走向,1778,180041
每日,1779,179915
款,1780,179676
留,1781,179607
有机,1782,179518
任,1783,179480
机体,1784,179337
有限,1785,179260
显然,1786,179202
双方,1787,179158
缓解,1788,179158
待,1789,179072
一旦,1790,178934
统计学,1791,178814
中华,1792,178596
颈,1793,178508
允许,1794,178417
放射,1795,178391
死,1796,178299
宜,1797,178135
原料,1798,178108
扫描,1799,178060
肠,1800,178051
幅,1801,178012
收集,1802,177903
基层,1803,177749
物理,1804,177569
负,1805,177400
渠道,1806,177388
坏死,1807,177191
凋,1808,177161
补充,1809,177148
无效,1810,177131
运作,1811,177007
怎样,1812,176936
腹腔,1813,176618
相似,1814,176290
制作,1815,176202
空气,1816,176166
离子,1817,175870
原来,1818,175856
淋巴结,1819,175538
血压,1820,175488
买,1821,175421
每天,1822,175272
予以,1823,174991
多少,1824,174892
日益,1825,174784
人物,1826,174780
推出,1827,174656
尚未,1828,174434
有时,1829,174363
接近,1830,174360
依靠,1831,174352
案,1832,174281
Ｇ,1833,174207
乡,1834,174174
课堂,1835,173984
极大,1836,173913
现状,1837,173418
协议,1838,173388
挑战,1839,173329
电视,1840,173289
发生率,1841,173133
吸,1842,173088
ｂ,1843,172879
感觉,1844,172838
维,1845,172828
不再,1846,172784
积累,1847,172771
产权,1848,172506
扩,1849,172298
含有,1850,172292
血浆,1851,172120
司法,1852,171893
升,1853,171891
呈现,1854,171782
优,1855,171745
图像,1856,171714
逻辑,1857,171627
危险,1858,171492
尔,1859,171481
多次,1860,171377
咨询,1861,171364
均匀,1862,171300
英语,1863,171173
狭窄,1864,171053
系列,1865,171033
立法,1866,170849
自觉,1867,170724
离,1868,170701
各国,1869,170643
很难,1870,170512
申请,1871,170459
语文,1872,170406
散,1873,170119
释放,1874,169951
酮,1875,169505
序,1876,169119
正式,1877,169108
品质,1878,169092
电脑,1879,169071
加重,1880,168979
购买,1881,168835
控,1882,168694
造影,1883,168583
龄,1884,168548
配套,1885,168462
城,1886,168168
唯,1887,168156
继,1888,168112
遗传,1889,168084
最好,1890,167959
其实,1891,167847
内在,1892,167672
瓣,1893,167531
页,1894,167492
颗粒,1895,167411
深化,1896,167256
座,1897,167077
特定,1898,167074
积极性,1899,167065
最近,1900,167053
吻合,1901,167004
井,1902,166836
消毒,1903,166800
收益,1904,166749
耳,1905,166546
能量,1906,166267
Ⅰ,1907,166157
至少,1908,166145
不得,1909,165974
安装,1910,165948
失,1911,165834
此时,1912,165754
团,1913,165650
马克思主义,1914,165305
弱,1915,165231
实力,1916,164972
投,1917,164763
ｘ,1918,164543
高效,1919,164395
移动,1920,164153
云,1921,164126
损,1922,164062
叫,1923,164007
糖,1924,163972
股东,1925,163940
流通,1926,163913
出发,1927,163866
可用,1928,163809
差别,1929,163801
运,1930,163747
桩,1931,163640
胞,1932,163613
军,1933,163601
定义,1934,163588
地理,1935,163477
述,1936,163340
准,1937,163209
信用,1938,163143
落后,1939,163003
主张,1940,162961
肉,1941,162892
英国,1942,162892
钠,1943,162572
公路,1944,162571
皆,1945,162498
尤其,1946,162260
温,1947,162245
吸引,1948,162228
城镇,1949,162170
不但,1950,162123
棉花,1951,162072
通信,1952,162037
类似,1953,161893
做法,1954,161882
民营,1955,161772
直,1956,161733
上皮,1957,161731
竞争力,1958,161726
经费,1959,161542
炎症,1960,161423
增殖,1961,161291
老师,1962,161251
之前,1963,161026
派,1964,160999
加上,1965,160985
彻底,1966,160843
变形,1967,160842
采,1968,160768
青年,1969,160750
意,1970,160591
后者,1971,160551
一段,1972,160504
顺利,1973,160450
住院,1974,160241
不要,1975,160060
感到,1976,159817
广东,1977,159798
实用,1978,159798
模拟,1979,159365
输入,1980,159337
∶,1981,159298
人士,1982,159181
制备,1983,158993
作业,1984,158968
秩序,1985,158938
氮,1986,158917
目,1987,158882
优质,1988,158815
情绪,1989,158761
不过,1990,158733
鼻,1991,158664
颅,1992,158546
可靠,1993,158467
立即,1994,158211
麻醉,1995,158059
情,1996,157922
缺陷,1997,157818
吗,1998,157693
预后,1999,157627
主管,2000,157570
农,2001,157545
倾向,2002,157487
商标,2003,157323
真实,2004,157278
诸,2005,157222
灌注,2006,157125
其余,2007,157097
换,2008,156989
媒体,2009,156966
空,2010,156955
ＩＬ,2011,156818
养,2012,156771
脱,2013,156712
肌肉,2014,156693
谱,2015,156608
理念,2016,156607
全身,2017,156517
切口,2018,156187
动作,2019,156143
工资,2020,156089
体会,2021,155958
外部,2022,155921
危害,2023,155907
每次,2024,155786
这次,2025,155768
稳定性,2026,155762
蛋白质,2027,155756
医生,2028,155619
谈,2029,155563
通道,2030,155393
ｃ,2031,155352
综合征,2032,155339
世,2033,155307
批准,2034,155296
修复,2035,155224
收缩,2036,155181
为什么,2037,155175
应力,2038,154893
编辑,2039,154867
优点,2040,154685
修改,2041,154643
松,2042,154643
干扰,2043,154509
布,2044,154491
更新,2045,154470
确立,2046,154435
比重,2047,154304
小说,2048,154302
内皮,2049,154171
砂,2050,154058
中间,2051,153685
仪器,2052,153674
氏,2053,153651
获,2054,153615
切实,2055,153579
师,2056,153495
差距,2057,153398
描述,2058,153351
汉语,2059,153295
健全,2060,153257
尽快,2061,153238
欧洲,2062,153191
粘膜,2063,153160
机理,2064,153128
田,2065,152956
激励,2066,152893
解放,2067,152821
汤,2068,152589
接种,2069,152571
启动,2070,152538
口服,2071,152400
对应,2072,152395
人群,2073,152176
否则,2074,152121
国务院,2075,152116
格,2076,152106
约束,2077,152104
资本主义,2078,152101
复合,2079,151875
势,2080,151797
棉,2081,151760
保存,2082,151713
加速,2083,151653
体积,2084,151460
矿,2085,151425
经历,2086,151397
法制,2087,151390
邮政,2088,151329
至今,2089,151300
略,2090,151279
装,2091,151110
建成,2092,151104
得以,2093,151071
母,2094,151054
机遇,2095,150932
主题,2096,150523
疗法,2097,150511
排除,2098,150305
失去,2099,150291
软,2100,150274
深度,2101,150207
抓住,2102,150199
电话,2103,150168
围绕,2104,150072
宫,2105,150063
凝,2106,149978
适合,2107,149927
特异性,2108,149926
德国,2109,149672
苗,2110,149464
库,2111,149437
回回,2112,149431
必,2113,149198
额,2114,149118
长度,2115,149095
培育,2116,149031
全市,2117,149020
古,2118,149002
冲击,2119,148948
抗生素,2120,148869
前景,2121,148865
审美,2122,148824
以往,2123,148514
轮,2124,148409
开拓,2125,148286
黑,2126,148270
??,2127,148255
活力,2128,148127
宏观,2129,148092
令,2130,147989
断,2131,147934
税,2132,147924
保留,2133,147838
分泌,2134,147774
兴趣,2135,147749
故障,2136,147734
商务,2137,147668
人数,2138,147520
粮食,2139,147518
巨,2140,147407
敏感,2141,147386
淋巴细胞,2142,147382
常用,2143,147226
证据,2144,146956
停,2145,146952
民间,2146,146718
认知,2147,146645
事故,2148,146492
发作,2149,146351
信息化,2150,146278
单一,2151,146140
财产,2152,145783
社,2153,145746
兔,2154,145716
ＣＤ,2155,145690
疫苗,2156,145665
居,2157,145508
保健,2158,145480
墙,2159,145365
紧张,2160,145301
众多,2161,145299
函数,2162,145264
包含,2163,145181
小组,2164,145128
曲,2165,145035
阿,2166,145018
并非,2167,144956
静,2168,144752
血小板,2169,144738
划分,2170,144734
当代,2171,144731
独特,2172,144705
激活,2173,144695
须,2174,144692
志,2175,144668
负担,2176,144641
乡镇,2177,144455
￣,2178,144418
收费,2179,144332
股票,2180,144314
每一,2181,144274
登记,2182,144123
编,2183,144067
构造,2184,143916
径,2185,143853
少数,2186,143759
丁,2187,143666
原有,2188,143516
总量,2189,143500
税收,2190,143382
那样,2191,143312
月份,2192,143303
高新技术,2193,143207
银,2194,143178
序列,2195,143154
交换,2196,143047
个性,2197,142763
岗位,2198,142721
重庆,2199,142676
班,2200,142428
令人,2201,142349
内涵,2202,142328
痰,2203,142098
ＷＴＯ,2204,141894
流行,2205,141887
中小企业,2206,141830
甚,2207,141791
净,2208,141730
寻找,2209,141585
试剂,2210,141558
古代,2211,141549
中毒,2212,141378
征,2213,141372
定期,2214,141287
合格,2215,141259
最低,2216,141101
克服,2217,141074
促使,2218,141055
玉米,2219,141017
似乎,2220,140910
首次,2221,140908
得出,2222,140690
有助于,2223,140686
能否,2224,140618
劳动力,2225,140529
育,2226,140492
外资,2227,140186
红细胞,2228,140180
人生,2229,140039
德,2230,140013
工作者,2231,139948
监,2232,139859
州,2233,139733
病灶,2234,139668
后来,2235,139515
岩,2236,139425
义务,2237,139334
变成,2238,139264
尽量,2239,138952
大学生,2240,138896
水肿,2241,138874
总之,2242,138822
办学,2243,138808
老年,2244,138788
鱼,2245,138673
估计,2246,138536
所在,2247,138515
薄,2248,138309
持,2249,138262
面向,2250,138212
商业银行,2251,138200
箱,2252,138196
辅助,2253,138133
ｒ,2254,138110
视力,2255,138107
融合,2256,138105
带动,2257,138103
主导,2258,138042
国民经济,2259,137503
方针,2260,137489
数据库,2261,137390
妊娠,2262,137339
凡,2263,137171
玻璃,2264,137130
平等,2265,137072
无疑,2266,137017
纸,2267,136698
愈,2268,136648
互,2269,136441
感受,2270,136393
产业化,2271,136370
关心,2272,136354
推行,2273,136283
各自,2274,136164
更是,2275,136093
轻度,2276,136092
合法,2277,136001
南京,2278,135714
胆,2279,135678
乙,2280,135660
好转,2281,135564
慢,2282,135364
二者,2283,135340
支付,2284,135327
川,2285,135171
台湾,2286,134992
峰,2287,134954
鉴别,2288,134888
身体,2289,134851
饲养,2290,134711
缩短,2291,134655
算,2292,134609
器官,2293,134600
较强,2294,134326
高级,2295,134324
较少,2296,134324
椎,2297,134209
混,2298,134194
内科,2299,134066
恶性,2300,134013
安,2301,133962
输,2302,133930
穿刺,2303,133599
°,2304,133469
环保,2305,133456
总是,2306,133445
地质,2307,133378
冷,2308,133372
顶,2309,133371
兼,2310,133325
举办,2311,133070
包装,2312,133003
常常,2313,132889
平台,2314,132834
预算,2315,132802
木,2316,132793
工人,2317,132735
氟,2318,132646
灶,2319,132645
拟,2320,132562
铜,2321,132474
小于,2322,132471
ｉ,2323,132349
Ⅲ,2324,132316
能源,2325,132278
人格,2326,132225
愈合,2327,132218
标记,2328,132165
背,2329,132026
不大,2330,131999
中学,2331,131995
定量,2332,131983
钢,2333,131973
气体,2334,131862
速,2335,131771
山东,2336,131749
干预,2337,131710
碱,2338,131686
肺癌,2339,131566
支出,2340,131523
制剂,2341,131455
搞好,2342,131446
医药,2343,131389
个别,2344,131375
之外,2345,131312
住宅,2346,131165
乐,2347,131161
画,2348,131149
紧密,2349,131131
诊,2350,131002
遇到,2351,130800
刊,2352,130525
抓好,2353,130485
清除,2354,130440
冠,2355,130150
委,2356,130090
停止,2357,129897
毒性,2358,129887
造,2359,129843
华,2360,129796
煤炭,2361,129701
调控,2362,129662
局面,2363,129640
磷,2364,129622
绝对,2365,129468
记忆,2366,129268
激发,2367,129266
专利,2368,129162
较小,2369,129139
曰,2370,128923
移,2371,128895
链,2372,128727
官,2373,128562
注入,2374,128541
并不是,2375,128536
确诊,2376,128469
晚,2377,128461
展开,2378,128264
意味着,2379,128129
英,2380,127923
粗,2381,127921
审批,2382,127833
斗争,2383,127755
笔,2384,127682
预,2385,127677
激烈,2386,127614
采购,2387,127543
厚度,2388,127449
腺,2389,127436
纯,2390,127415
条例,2391,127396
今,2392,127388
跨,2393,127375
前者,2394,127299
视网膜,2395,127278
石油,2396,127272
获取,2397,127102
失败,2398,127012
圈,2399,126996
足够,2400,126957
杂交,2401,126950
元素,2402,126910
幅度,2403,126896
届,2404,126856
人均,2405,126848
富,2406,126792
栽培,2407,126772
江苏,2408,126715
归,2409,126700
味,2410,126600
很少,2411,126509
浅,2412,126502
仅仅,2413,126476
同期,2414,126431
应有,2415,126430
自主,2416,126403
论述,2417,126397
职责,2418,126257
入院,2419,126156
烟,2420,126097
幼儿,2421,126082
潜力,2422,126069
养殖,2423,125888
电压,2424,125796
等级,2425,125703
提升,2426,125672
成长,2427,125494
康复,2428,125492
乡镇企业,2429,125448
收购,2430,125446
示范,2431,125359
进而,2432,125328
何,2433,125277
资格,2434,125228
外国,2435,125196
有限公司,2436,125138
跟,2437,125018
基本上,2438,124968
公式,2439,124939
覆盖,2440,124823
反对,2441,124787
种类,2442,124772
少量,2443,124770
整合,2444,124754
丙,2445,124694
始,2446,124639
互相,2447,124550
争取,2448,124532
批评,2449,124447
相反,2450,124444
风格,2451,124387
引流,2452,124334
若干,2453,124323
近期,2454,124232
证券,2455,124226
很快,2456,124155
适用,2457,124096
通知,2458,124021
难度,2459,123964
主编,2460,123718
脂肪,2461,123681
氯,2462,123607
园,2463,123574
色彩,2464,123240
创业,2465,123071
告诉,2466,123067
详细,2467,123056
编制,2468,123030
下面,2469,122995
饮食,2470,122990
促,2471,122981
党员,2472,122909
清晰,2473,122831
危机,2474,122823
有待,2475,122761
融资,2476,122694
借鉴,2477,122692
落,2478,122662
写作,2479,122610
传递,2480,122574
肝癌,2481,122475
果,2482,122452
近几年,2483,122369
限,2484,122356
病程,2485,122301
刀,2486,122181
对策,2487,122175
战争,2488,122008
照射,2489,121900
隔,2490,121743
距,2491,121707
故事,2492,121697
短期,2493,121696
单元,2494,121663
副,2495,121637
股份,2496,121635
有力,2497,121502
霉,2498,121500
高达,2499,121446
权益,2500,121274
未能,2501,121271
斯,2502,121183
乳,2503,121160
⑤,2504,121137
流量,2505,121134
汉,2506,120966
皮质,2507,120811
载体,2508,120744
灵活,2509,120683
回答,2510,120477
春,2511,120438
展,2512,120378
法院,2513,120343
氨,2514,120263
气候,2515,120018
传输,2516,119910
边缘,2517,119896
钾,2518,119869
有利,2519,119865
分散,2520,119822
火,2521,119630
试点,2522,119630
溃疡,2523,119482
治愈,2524,119476
违法,2525,119441
模,2526,119382
实质,2527,119290
圆,2528,119279
冲突,2529,119190
天然,2530,119147
格局,2531,119141
